Area,Price
1650,4848
1200,4118
800,4087
2057,9626
1200,4703
1150,4534
2285,6585
1200,4688
1080,4722
863,4286
705,3611
1500,4314
1120,4140
3276,5500
635,3465
863,2862
900,2667
960,5135
945,3768
956,4313
780,3419
933,4713
800,2719
1120,5200
3560,5488
2980,7937
1500,4669
600,3590
655,4859
1077,3889
781,26316
750,5500
970,3104
1188,2525
930,3312
1110,3782
1335,5202
675,4889
650,2629
710,4093
594,4050
694,4325
2970,7293
980,3194
550,2933
665,3831
1008,3510
2035,5919
825,3455
1000,4744
1270,4744
1125,4595
800,2588
636,4325
720,3887
1031,2537
1432,7115
700,4150
812,4080
1440,6000
900,4857
1100,4900
1320,6364
1800,5367
1680,5185
2000,4167
1080,3539
760,4973
1080,3539
700,2667
1000,2250
800,2522
1042,6614
700,4450
1165,4432
1300,4250
1150,4176
3190,12500
800,5000
700,3843
1084,5600
1100,2462
735,2993
1011,4432
1044,4348
1350,5172
1400,5922
900,3000
1397,5395
900,2632
1350,6420
654,3851
1845,6306
1977,5566
761,3974
950,2829
900,3957
960,5417
650,4050
700,3714
967,4103
1014,3964
700,3143
840,4294
960,3162
707,3733
810,4229
1715,2360
970,2667
800,3284
2100,4104
1875,8639
1100,4871
1083,3869
700,3535
2450,5410
1326,3820
1482,5482
1617,5640
1172,4021
1226,6060
1554,5212
1173,4135
1200,5578
1507,4500
1140,3780
1200,7353
1018,4675
1180,6441
1766,5668
750,3217
730,4660
53,37500
935,4824
700,3512
530,2881
1066,3189
780,4104
1100,3533
666,4008
1100,4235
1024,2344
1100,3975
2400,5208
800,4000
3800,5342
540,1512
995,6354
725,3025
1400,7442
690,4153
1800,4444
1300,5774
830,4207
1595,4655
2000,3958
2519,6100
1737,5415
460,2837
1050,3565
400,3340
850,3361
1100,4264
560,3401
1080,3778
1080,5148
1090,3083
630,3807
1100,4118
2300,4333
650,2400
570,3094
1000,2551
1127,4743
2532,5473
645,5091
1000,3000
1130,3888
1975,11835
1150,3200
550,4918
950,4001
1400,4762
1250,3892
727,3936
900,2637
1720,6060
675,4267
687,3500
1072,4364
2006,6992
3200,6123
840,2381
1100,1333
956,3537
1100,4727
925,3576
700,3220
650,3918
751,4198
923,4230
950,3500
1068,4800
1000,4412
1000,4444
1150,4230
750,3977
1000,4802
671,2284
712,3700
960,3700
800,2866
960,4062
1870,5931
920,4050
900,4460
1000,3927
750,4549
750,4514
1050,3863
1292,6468
719,3087
705,3371
3190,12259
1200,6487
1100,4500
2100,4118
1135,3650
800,3773
583,3310
2282,7791
1103,8180
920,3486
2762,6612
965,3612
960,2604
1120,5236
1410,5283
1110,3191
1079,5352
1773,3030
740,4551
1495,3696
763,2358
1056,3692
335,2406
750,2722
1079,5000
935,4313
1550,5600
1200,6502
715,4091
710,4396
701,3851
1300,3892
930,3150
700,3333
960,3851
690,3782
667,3478
719,3420
1150,4611
719,3566
1079,6167
1165,4351
650,2806
997,4070
960,3250
650,3960
863,3069
911,3626
960,3923
1000,4138
945,2646
2010,6866
950,2069
1430,4000
650,2736
878,3304
750,3909
1490,5471
2031,5497
1200,4703
740,4607
650,3333
765,4098
755,4234
1175,5236
950,3774
793,2951
710,3763
1100,4118
1300,5333
1100,3766
1080,3984
1180,5261
750,3650
600,3226
1150,3831
1050,3597
1305,4598
1500,4453
2010,9281
1100,3824
620,3861
750,3889
665,4123
725,4084
1050,7714
758,3040
2850,7318
1246,8989
1008,3791
960,3657
980,3205
960,3219
960,4688
980,3826
750,3765
980,3564
980,3435
438,2419
1200,5163
1080,4000
400,2667
1575,6429
1487,5236
1200,4074
1020,4118
1250,4322
450,3411
640,3891
325,3060
700,2588
420,3511
1175,4701
605,2727
1397,5438
1250,2800
731,3010
970,5454
750,2914
2800,5161
1235,4410
975,3612
950,2632
2500,6775
1080,5926
2420,7523
850,2949
733,3733
445,3621
645,4348
1200,3933
691,3706
1400,4750
770,3840
680,3598
671,2729
1300,4047
590,2366
1350,7540
1075,4109
1100,4762
1200,2521
735,3279
878,3652
1104,5457
3100,7581
1200,4826
550,3571
575,2667
1000,4511
1450,4000
1000,3529
687,3537
1100,4514
616,4089
1050,3502
750,4000
960,3000
4255,4794
1024,4924
1000,2500
740,4907
1250,7208
675,3001
544,4136
680,3287
690,4110
693,2839
695,3102
3000,5171
350,4857
761,3829
960,4077
620,3949
1609,3605
719,3256
650,3585
1503,7501
1490,5263
715,3651
780,3517
2010,3500
945,2787
760,3612
850,2731
2000,4238
650,2921
1180,3939
2420,7500
675,3815
1800,4649
950,4038
2063,10267
350,2667
2200,6491
1882,8141
870,2616
750,5972
663,4615
700,3545
1650,4667
811,2836
1046,5500
750,3741
1348,6500
1277,5170
1250,2972
1110,4052
610,3300
1250,4475
713,3520
1070,3271
850,2500
770,3916
740,4179
1134,4497
800,3187
1430,5192
762,4477
3083,9277
780,3991
1001,3991
1600,4621
1100,2977
610,3311
405,3311
660,4525
700,3162
700,3571
1350,3600
800,2458
1031,4941
695,4754
1873,5478
600,2500
1600,5143
1450,4138
925,2238
1300,3400
762,3770
699,3024
1000,3766
1800,4232
1100,3494
1000,3961
1276,2978
423,5137
1240,6060
900,3840
450,2444
1373,5800
925,3934
800,3103
1017,4865
743,4500
580,4569
1200,3655
645,4263
1071,5455
1365,2564
712,3984
460,2571
3795,9300
930,4721
1008,3510
2270,2616
1805,4997
540,7593
1560,4737
650,3491
900,2500
145,2483
1300,3667
700,4153
980,3654
1000,4376
700,2778
1750,4000
670,3589
1562,5895
4000,2500
830,4217
1992,3881
721,4656
1060,4800
1104,4674
1202,3888
1600,2812
1378,6986
1350,3386
2522,7620
800,4621
1192,7014
1800,3077
1350,6500
835,2900
1104,5707
530,2560
635,5188
1700,6500
1668,4288
675,4615
804,3955
850,4230
3500,7500
420,3810
1180,5200
935,4300
1045,4800
780,3846
1850,5114
1350,4245
643,2288
643,2194
638,2258
638,2258
638,2258
638,2258
1180,5300
830,2098
902,4500
1010,4600
1300,5811
1845,6491
1115,5427
1000,4110
1150,3477
777,3046
665,3042
730,3284
704,3945
1000,4551
1020,4545
885,4000
730,4000
3120,5700
1030,4210
440,3500
1100,5500
1100,3667
1875,5454
1977,5600
2500,5687
3750,5644
3500,7433
652,3600
1490,5451
1000,4417
1350,4634
1133,5046
2470,7470
1150,5984
1243,6400
1667,4448
2350,5994
1100,4922
1280,5799
1000,4155
900,5307
400,3333
661,2576
780,3600
1200,5149
1190,2101
1000,2650
700,2143
1172,2005
919,2339
714,2451
1180,2288
1120,2321
660,1742
1021,2693
801,2060
1251,3331
701,4275
1218,4921
4300,9510
800,2639
675,3245
710,3912
700,3668
700,3283
775,3597
750,3067
800,3167
750,3248
800,3304
975,3546
1400,3250
750,3373
725,3043
2066,5513
1147,3333
860,4250
1970,6510
650,4100
2000,5753
900,7500
1100,6818
1650,8919
1250,4936
900,5236
900,4920
1114,3411
1260,5714
1760,5568
1040,3750
1200,6125
1000,6688
550,4286
750,4305
1400,5053
770,3500
1300,6329
700,3030
1083,3913
1150,4762
850,2946
635,4000
900,3356
1000,4000
718,2632
740,3523
1012,6934
1350,4398
1480,6548
1175,4400
1685,3941
1695,6860
1118,6525
1700,5263
950,2500
1463,6055
1767,7314
1350,5143
1155,3750
880,4500
1000,4531
700,2758
12085,3722
1135,3750
1601,4372
1700,8919
1005,6614
1055,6111
1330,4545
1105,3719
1050,2045
1250,4308
950,2991
1850,3500
1455,5613
1250,5283
1089,4793
1607,7194
1130,4231
1480,6548
345,4203
650,4420
1654,4743
1600,3750
920,3750
1060,4088
900,4015
1357,4127
1240,3864
1000,4393
995,3237
1305,4981
1000,4000
1050,4273
1080,5556
1600,2971
1200,4000
1200,4000
1150,3333
1530,3931
996,4200
1210,3719
1200,4015
900,4197
1260,3309
2400,2917
1115,3498
1750,4859
1450,3821
1000,2143
2048,4688
1350,4500
230,3497
1550,4722
1450,5989
800,4500
900,5833
1359,3754
1230,3930
780,6383
1060,4528
1950,4455
1075,3364
1150,6522
1000,4000
700,5072
1000,4227
1144,4500
800,4225
850,6383
400,5435
810,4938
1098,4473
552,6063
651,2597
1500,8000
1200,1143
900,6337
968,6405
400,4854
1200,6413
880,4545
950,5189
1017,4228
930,7027
650,6562
750,6667
1400,5667
1050,4273
300,5055
1000,5250
750,3636
530,5857
355,4058
950,6211
3256,5625
1000,3387
925,5405
945,4444
814,6111
1250,4333
850,3556
1100,3385
326,3274
968,6405
900,3000
750,5450
1400,5312
430,3252
1170,3846
960,6250
1404,5645
750,3647
1067,5431
700,6000
1844,6410
1643,7912
1750,6750
1228,4552
800,4062
1300,4167
1360,3611
1331,6905
1216,5921
1250,6000
1430,4242
1273,5000
1202,6538
1265,4933
1080,6000
1050,5022
896,4753
1500,2778
1350,4167
1000,3818
1200,7863
1950,6098
1100,4545
821,6706
750,5056
2250,7273
1500,5079
980,5592
1050,5333
1060,4528
960,4898
900,5717
3200,7031
1800,7500
1000,4776
1075,4140
980,8633
1450,4966
1172,7347
1350,4768
1100,7111
1817,5779
480,11149
2344,6731
1000,5440
1250,3793
750,5467
1990,7035
1350,4286
1714,4376
2910,7560
1540,4481
1200,3333
1950,4583
1250,4972
1575,4938
1145,6245
1667,5699
900,6667
1000,5217
1200,3824
900,3984
950,4170
2170,4167
602,4101
1900,3947
2000,5000
355,1884
2400,5091
1250,3586
950,3600
640,2891
1500,2708
928,4138
415,1778
653,3544
1000,4850
700,4947
890,2857
1000,2642
1450,4000
1000,4850
1740,2708
1050,2699
1000,4593
1100,4000
1040,4254
1200,3650
400,6667
850,4545
890,3820
1340,4483
800,2494
1180,2984
710,2394
2180,1959
1150,2222
2024,8000
960,2714
1300,3750
840,3185
750,5500
1512,3160
1400,5185
900,5000
504,4365
780,3363
1280,3067
1550,2118
2750,5614
1430,2471
1290,3552
2000,3922
730,1920
1100,2400
1140,2867
1958,6384
1100,2727
1050,4286
2200,3077
1100,2280
1120,4107
1585,3912
1180,2714
2800,3590
1250,3252
850,2167
1320,6061
900,2414
1200,3333
1200,3279
1250,4062
800,3918
800,2286
1800,3636
1300,3429
1050,2765
950,2756
1150,2743
633,1905
759,3210
970,2720
1350,4000
1200,1944
700,1680
750,2727
1200,2462
1225,5266
1100,3456
1100,3611
950,4095
550,3200
1800,2190
930,3000
980,3071
920,2577
440,4909
1125,3529
750,2400
1000,3750
1825,2926
680,5147
1100,4118
728,3074
700,3173
800,2300
1050,3360
700,3019
3300,3889
1215,3366
1350,3222
1300,4118
980,4018
750,3279
850,3235
440,2727
958,3453
1660,3930
500,3714
1350,3235
850,3400
700,3273
1000,3593
1300,2895
601,2190
550,3067
950,3660
710,3619
900,3903
993,2571
1850,2679
1150,3819
600,2737
745,2779
550,3500
900,3680
1550,2136
2200,1455
915,2818
1050,3249
960,3916
1250,3721
650,2588
1200,4529
1650,3056
850,2286
800,3626
1183,3143
600,3000
1400,3214
450,2667
1400,3840
942,3111
950,2800
450,2333
870,3495
600,2090
1240,3750
1700,3597
850,1714
1250,4571
450,2727
800,2538
1100,2727
650,3463
750,2583
1050,3333
500,2167
1170,3846
469,2478
950,2843
805,2520
1300,3313
1750,2727
756,1875
650,3500
2500,3889
1600,2818
825,2536
1305,3643
947,3385
810,2299
850,2500
1280,5078
1616,3269
1133,3494
800,3083
700,3503
1650,3585
1600,3659
600,2538
1400,2895
1616,3269
1300,3214
814,2383
1000,2389
562,7778
800,2696
500,3091
2200,6176
850,3259
1650,4091
1400,3056
950,3778
1100,3005
650,2867
960,2500
1492,3316
1500,3277
650,3067
1010,2079
1342,3062
1435,3659
627,2904
600,3896
850,2841
947,2962
1100,2312
720,4222
431,3400
1100,5333
1500,5409
960,4038
680,2174
900,3235
920,2384
1456,3765
1100,2970
600,2237
700,2708
1700,4170
900,2273
950,6364
850,3048
1000,4249
1260,3273
980,4074
1317,8000
1250,4390
970,3767
990,2462
945,5357
1000,4062
870,3306
2400,6076
1250,3250
800,2564
1750,3600
1250,4624
1120,3280
1850,4912
1000,3120
1000,2333
983,3381
800,3979
2400,5556
1000,2091
1228,3071
602,2188
3400,5556
800,3167
1700,3182
850,2917
1400,2857
1300,2923
900,3000
810,3673
1150,2310
1000,7529
798,3841
700,3810
550,1733
1250,3750
1700,3478
1000,5500
1450,3514
940,3400
750,2727
725,3636
750,2074
728,3000
600,6429
1105,5973
1250,3889
1150,2542
800,3750
1252,6700000
602,2188
700,2182
1050,2435
604,1999
1100,2938
1400,3636
1830,5814
870,2889
600,2197
700,2182
717,6276
700,4074
800,2883
700,1944
550,2917
900,2632
2300,4178
610,3431
1800,4167
1300,3222
1150,4722
950,3467
900,2203
1000,2857
810,2280
1200,4595
1000,2727
650,2000
1250,3514
450,2600
1000,2187
700,3600
1000,2250
685,4313
650,2800
500,4190
700,3444
1300,6944
1800,4808
700,3500
900,2222
1300,2211
700,2500
1100,3235
700,3071
650,3100
2100,4925
693,2294
1000,1733
1250,2727
1050,2786
1800,3200
1100,4452
800,3043
2700,3871
910,3694
800,3321
850,2435
2000,4400
660,2273
1150,5600
950,2727
685,3700
1050,1939
765,2870
700,2800
1450,2432
1870,3551
995,2414
766,2583
1016,3683
262,3333
1200,3580
740,3958
700,2111
1350,3000
1400,5250
941,3516
790,3797
700,3865
750,2636
750,3143
920,1852
700,3500
750,3939
620,2649
1000,1833
1650,2510
475,2962
616,3725
825,3088
1700,3400
900,3333
925,3840
2200,3750
465,3238
875,2545
1425,2500
1750,2933
750,3376
750,2182
1377,3282
463,2397
1550,1452
1200,3611
500,2564
750,2960
750,2822
750,2906
1050,2095
1050,3000
2100,4118
1100,4167
1000,3600
1050,2727
920,2121
1300,3082
1000,3333
1100,2941
1200,5543
1225,3840
1500,3721
950,2045
900,2632
1120,2166
950,2800
850,3120
2950,5000
2140,1856
1450,4250
900,2661
1050,3000
750,2368
1062,3531
1400,5102
1200,4374
1030,2419
825,2578
1100,4239
625,2809
1250,5000
650,1733
1190,2960
840,2708
1062,3296
500,3600
1600,8136
1150,2083
1000,4012
2400,4750
729,3200
1900,3214
850,2706
2580,3947
865,2344
1300,3167
750,3988
2700,3038
750,2909
913,3000
1200,3917
800,3000
755,4873
1500,4533
1250,2514
1600,4583
710,4930
1990,7035
1235,3135
1300,3000
1230,4545
1100,2969
2370,5564
1000,3846
815,3415
900,2000
1300,3082
1500,4000
825,2407
900,4047
750,2936
850,1950
685,5629
786,3657
110,16667
942,3035
700,2582
1300,2105
1210,2812
1200,2349
1000,3867
2270,5719
750,2727
550,2245
2050,9857
1000,3139
1850,2973
725,2381
1000,3000
450,5833
1000,2559
710,4054
750,3448
930,3984
1900,4000
800,2740
765,2692
750,4637
1300,5255
770,3652
1350,6098
995,4727
1100,2318
4500,4333
700,2667
900,4921
1080,3704
850,4167
850,2536
807,3936
1100,3831
800,3185
700,2847
700,2602
1500,3250
3000,5595
675,2421
1089,4906
950,4500
780,2852
800,2667
2250,4928
650,2800
1270,5085
870,3440
660,5208
984,3529
700,2963
900,2857
2000,3000
1332,3462
1750,2440
1050,3667
889,3575
900,3448
525,2067
650,4000
600,1800
1100,2568
1080,2741
750,2348
750,2160
700,3636
1215,3171
2200,5781
740,1691
1400,4839
750,3750
870,3144
1925,2234
1800,3636
600,2769
550,2615
900,3211
950,2333
900,2500
650,3585
900,2701
825,2281
700,4178
850,2545
860,3968
860,3968
800,3379
500,3385
680,3243
550,2778
940,3600
2200,4925
1200,2800
700,4231
850,2718
880,3333
700,2434
1000,4535
980,2483
1700,3864
1050,2381
1075,2712
1570,5897
810,2682
880,2444
1120,3226
1100,3188
550,2667
480,3229
930,2315
575,1789
1300,4000
795,2726
780,2705
850,4364
790,3600
920,2692
491,3823
1150,3514
700,2783
650,2800
967,2500
650,3200
1050,4000
575,2174
640,3889
830,2417
726,4822
1000,2679
1640,4085
1264,2759
650,2381
3500,3571
1080,3198
1200,6750
953,3750
1185,3577
1300,4545
1213,2079
1180,4895
878,3445
890,2305
700,3900
1110,3148
530,2385
500,3929
900,4118
950,3226
700,2611
1353,4737
320,5000
750,2950
1000,3000
900,4444
1650,5000
2250,3506
725,3331
1850,4054
800,4337
1356,2224
1080,3693
1800,5385
1050,2969
789,2688
1225,3500
1450,4570
1091,5938
900,2769
880,3344
850,3723
300,5667
695,4293
1300,3667
1300,2308
900,2571
750,2083
850,3438
805,2815
600,3333
4500,2660
810,2801
1250,4375
2000,4375
1400,3250
1400,3250
2700,2381
930,3297
800,3852
750,3333
852,2701
680,3215
700,5000
900,2500
680,4583
1332,3956
1750,2619
750,2571
2800,3676
700,3111
1150,4348
980,2250
1550,3846
1200,2222
850,3095
1250,4250
700,2182
850,4500
3900,4985
670,2651
400,4444
1000,2512
1250,4828
947,3385
1199,2800
818,3081
600,2267
1200,2500
1000,2421
1200,2924
926,4860
910,2990
1050,2500
1450,4872
800,2222
910,2952
1469,3250
1200,4318
1600,5000
700,3083
1021,2742
691,2857
900,2200
950,4545
1200,2056
700,2818
750,2727
790,3043
2100,3829
1170,3235
1000,3333
1166,3899
1350,2667
1000,1844
1200,2647
900,3200
2000,4219
1100,2857
250,5667
798,2991
550,2833
1400,5500
1800,5593
1100,2750
963,4333
700,2925
850,3286
3400,4125
820,2208
870,3061
1050,3249
1740,2766
1000,2781
800,3167
1250,4457
890,2207
1000,3810
650,2737
1080,3333
1800,3000
1000,3111
700,2727
1400,2850
1311,4200
850,3500
1300,4000
900,4583
650,2632
1600,4700
900,3136
900,5929
1075,2867
955,2381
880,4000
700,2000
1090,2383
670,3750
1450,3158
1200,4045
1100,4457
650,2044
2500,2812
768,3008
1130,4459
930,2786
1300,3523
900,2750
1162,3333
750,3312
900,4167
1410,4468
1214,4286
1600,3382
755,1861
875,2182
950,2903
1300,3077
930,4322
950,3548
1600,3689
1270,4633
950,2196
1400,3500
816,2653
1004,2442
600,2333
950,4297
650,2500
720,3000
1670,4800
750,3182
900,3906
950,2901
800,4000
750,3333
750,4000
1300,7143
932,3397
700,3500
550,2933
1700,3846
1200,3486
900,2286
750,3103
1600,5357
725,2727
600,4273
750,4455
1000,3333
875,2130
735,2857
514,3519
1400,4086
870,2371
1100,3362
760,3495
1600,2919
1350,2743
900,3667
800,2200
575,3704
550,1538
1160,7500
1300,3111
600,2762
975,3053
650,1818
850,2912
1160,4056
860,3716
1800,5714
1500,2917
900,3600
1380,3659
1147,2821
800,1556
1460,4933
1200,3833
1300,4350
600,2375
1000,5000
1000,2973
1300,3953
1100,3231
900,3907
850,3227
800,2500
1050,2000
860,3171
1691,5693
900,3929
898,2720
513,3030
740,2210
760,3262
1260,3319
1200,3611
720,3390
1100,3939
900,2692
2700,3614
1100,3784
860,3091
915,2323
700,5246
1250,5000
900,4000
1340,3435
1600,2595
1575,5079
680,3048
1339,3175
810,2291
1332,3709
1700,2773
479,7343
1200,2677
1600,4829
1010,2903
1094,4103
1024,3182
930,3421
900,3400
500,2786
1400,5238
700,2684
1050,2774
2600,5714
2600,4857
670,2500
1750,1937
810,2605
650,2571
810,2451
810,4215
650,2286
1200,2545
1035,4885
1180,5817
1100,3102
1400,1726
893,3810
1900,3107
1500,2059
650,2100
680,3162
746,2326
1068,2892
715,1545
850,3333
700,2647
1572,6352
810,2491
1340,4286
790,2870
1350,4211
1400,3995
750,2364
780,2298
910,2950
735,3174
600,2667
1150,2308
685,2505
760,2125
550,2471
755,2701
768,2734
950,1858
1058,2667
1450,2562
1700,3864
865,3220
800,2050
1900,6923
1028,2603
1000,2596
1200,3235
780,2857
947,3385
900,3571
1700,2807
1250,4570
1482,3171
1400,5266
950,4190
515,2517
1125,4278
1020,2674
480,204
2100,6087
1640,2500
2800,3429
780,3545
1330,4975
1100,2061
700,2626
750,2381
750,2364
1400,6190
950,2190
1400,2432
850,2960
1400,2000
1300,4545
970,3040
1200,2412
1100,4167
900,3120
1500,3960
625,2692
700,4966
900,2581
1097,3495
1200,2647
1200,3114
800,2600
1100,3295
1100,3693
765,4364
2500,3553
950,3102
1200,3881
1050,2533
350,5143
950,2462
685,2837
1175,2500
900,2375
1300,4722
710,2155
1350,3486
1340,3655
770,3731
1350,2595
960,3765
1080,3647
995,3251
750,4583
770,3731
1300,1810
2000,3854
1507,3279
910,2672
770,2445
1300,3135
1350,2553
2600,4861
1000,3517
1350,3486
900,3600
1000,4286
800,3036
700,2727
800,2500
620,2541
670,2190
1150,2609
1800,6200
900,4400
1300,3103
990,3030
700,3000
750,3810
1050,2875
1440,2500
950,4583
750,2333
3000,11250
1700,2889
1200,4895
555,5357
2000,3906
810,2299
600,2469
1001,3333
1100,2178
1758,3327
1088,4470
650,2167
1250,3388
1460,2414
1300,3947
480,2881
2200,7542
1042,3265
685,1897
812,2971
1000,3000
1250,4292
1650,5411
735,2996
1800,3010
600,2667
675,3889
1100,2833
1650,3279
1110,3024
1200,2241
2744,2551
900,2750
430,4000
1100,2000
850,2636
800,3161
450,1833
1320,3636
1352,3591
807,3098
830,3401
1100,2176
1380,4390
1200,4167
910,3030
571,2990
700,2847
1400,4048
830,4783
1000,5982
1810,5370
800,3625
600,4118
1080,3704
1800,3696
815,3589
1150,2148
1250,5143
750,3913
450,2400
770,3077
902,4028
850,6667
950,3538
2140,4706
780,3462
1800,2532
680,2273
550,2667
1100,4067
575,3100
1030,4710
550,2286
1250,5000
650,3158
1600,3864
1200,5143
625,3000
850,2957
1450,2389
1000,1625
900,4762
1400,4103
1175,2973
1600,3864
700,3111
800,4762
1210,3617
550,2380
1100,4231
1700,2308
650,3529
1206,3366
850,2789
740,2655
950,3373
500,2727
1000,2781
1300,4691
4000,6250
750,2105
950,3333
950,3294
1152,3824
800,2900
1110,2971
650,3019
450,3077
517,5894
1270,4140
750,3333
890,4154
400,2538
1364,4061
840,2444
1800,3240
2200,3808
900,4677
1550,1617
750,1933
60,3369
700,2844
650,4000
760,3350
860,3600
1250,3886
675,1889
1142,2963
1300,3333
1200,3611
880,4615
1400,1944
465,1571
770,3731
1715,4583
1154,4011
910,2552
950,3262
650,2885
900,2941
950,2951
930,2471
1250,4894
700,2182
830,3704
536,1974
800,3727
1915,4714
452,2074
950,2326
1325,3030
2450,4638
1700,2500
715,2727
1150,4000
1075,2558
700,3789
650,2667
650,3050
750,1824
1492,3316
770,3495
1114,3333
700,2727
1800,3093
2200,5797
1000,2867
685,3700
680,3215
900,2909
1250,4457
1000,2160
900,2667
749,2571
1400,2810
780,3191
1257,6205
655,2611
1345,4368
950,2646
690,3969
960,4091
500,3143
800,2750
1080,4526
968,2992
780,2034
940,3400
1130,3550
1000,4518
1600,2919
1500,5292
750,2609
950,3913
1000,4643
805,2995
1119,3743
1061,3232
650,2526
1200,3250
960,3458
800,3250
680,3122
1210,2893
1619,4592
1720,3214
800,2273
830,3300
1270,3246
950,3913
750,3333
700,2739
800,2745
1100,2172
1100,1600
1640,3593
1600,5000
550,2857
1100,4545
900,3826
1000,2500
650,2667
1400,3086
1209,2978
910,2672
1619,5882
1100,3333
710,2667
1175,2941
1500,3500
700,1977
1200,3402
1050,1795
2100,4306
950,2800
275,4557
925,2415
700,2396
350,2273
720,3146
900,3061
720,2524
1100,2857
980,2593
750,2348
4300,3565
600,1938
968,2607
750,3217
750,3100
1500,3522
950,2909
1150,5119
1100,3750
1277,2308
1100,3182
1000,2500
700,2411
726,2485
920,2222
850,2727
665,2474
450,2213
800,2710
1010,3623
1000,2273
1085,2271
1324,3568
1875,5000
600,1867
680,1250
670,2836
475,2741
3000,3026
350,2923
722,2078
1000,3000
748,3629
1000,3388
650,1667
630,2625
1850,4901
911,1592
550,2373
500,2443
650,2963
555,3784
1400,3357
370,1692
1100,3146
1500,2211
1365,2826
600,1538
765,1658
462,2727
1140,1754
600,1538
847,2258
900,5333
400,3333
1145,8734
280,3214
600,4200
630,4929
900,5000
900,4883
480,4808
1249,4646
1250,4643
1228,6270
980,4856
680,6000
1332,4494
950,3464
1000,3000
1575,4658
400,5200
550,3125
940,3571
950,6190
1160,0
890,6170
1050,5047
595,4098
800,6696
687,5120
687,5120
2450,1600
504,4365
1225,6571
1106,5053
400,6667
1700,3542
980,4000
550,4750
1280,5147
1135,8362
1284,5072
1450,7879
1000,3500
1125,5214
550,4750
700,4205
1000,6522
500,3846
106,6000
1457,6863
880,5882
640,4133
950,7143
818,6311
700,5428
1300,10875
1100,5225
700,4591
1050,3810
1100,6818
1300,9118
980,6140
1280,8594
568,6207
570,3394
1004,7407
727,5227
750,3587
550,6410
550,3125
310,2727
650,4462
12,291667
10000,130
1400,1852
800,5250
1180,6154
1394,4782
750,3500
980,6000
500,4400
971,7500
980,4712
1050,3794
1000,5254
850,5022
700,4400
1232,4514
1195,6400
650,4941
1050,3810
650,5857
750,4706
780,3760
850,3500
663,4206
460,7273
1135,7666
450,6957
800,5117
750,4686
700,4965
600,4200
1450,7419
864,6500
900,5000
750,3850
991,6462
950,4400
621,4050
1100,5484
1000,6000
1250,5569
1000,5891
1000,4258
900,4500
950,3750
750,2941
790,4302
1250,3200
1200,4708
1000,3917
650,3206
1000,3680
850,5625
750,4941
1200,4333
920,2895
1800,7500
944,4032
990,4000
1750,8273
850,3429
2150,3585
1000,5714
1250,4671
700,3750
1350,5484
1100,4133
2600,5263
700,5278
935,2917
600,4217
930,4735
750,3882
900,5619
900,3830
960,3646
1187,2786
1271,2917
2500,5606
1226,4576
1250,4214
1071,4474
830,3320
1000,5000
1000,3500
1360,2841
724,2962
1650,2353
900,3048
900,5273
800,3800
970,3800
800,3333
1211,3211
1600,4444
1200,3040
1060,3580
888,3000
1060,2877
870,3750
1730,5385
1008,4500
50,3158
2000,6250
550,7273
164,5163
2700,4000
1000,5833
942,2662
1050,3167
810,3611
1155,5108
920,4667
900,2800
2016,6198
2320,4363
1327,3480
80,5219
1531,4087
948,3484
1325,3509
1000,6000
1075,2977
1500,3250
750,3148
850,2944
960,3333
1450,3529
900,3500
880,4461
2000,4181
898,5392
1190,3464
1124,7692
1150,3043
1200,3167
820,5000
1100,2711
900,5000
850,2811
1350,3613
1680,6618
1500,3226
1010,15848
874,4113
1075,4906
1100,4667
1900,3973
1299,4574
1160,3879
1050,3167
1000,3333
940,3429
1900,3585
800,3889
1100,2750
169,5294
850,3119
973,3905
810,2571
600,4217
3300,5000
1226,4576
1880,5455
980,4091
2150,3585
1000,3833
1110,3520
750,2706
1100,3739
1768,3900
1100,4643
800,3700
1250,3333
635,2778
400,2500
1254,5981
1376,3650
900,2857
700,4545
1400,4706
1770,4898
900,4190
1655,4023
90,2727
800,3853
2275,5691
1504,4196
2150,6223
1800,6000
928,3111
1250,3407
950,3750
1000,3607
920,4348
910,3223
1250,5760
630,6037
1000,4911
1160,2899
800,4125
960,5106
1080,3704
1080,4222
980,3634
2280,5853
1344,4517
900,4500
650,4571
1250,4194
889,2645
908,2672
870,3009
980,3500
1520,4312
980,3000
1000,3000
1133,2820
960,3750
1350,3529
755,3974
1800,3200
903,3198
1000,4348
1165,3859
1260,4500
560,3846
1480,4634
750,4000
1145,4803
1180,3786
900,4038
1050,4160
950,3333
1100,3000
830,2726
970,3545
1289,4425
975,3064
850,4444
454,3707
869,3307
229,3628
1525,6154
1600,4822
350,3778
1470,3968
2000,10495
1565,4026
850,3294
1050,4074
1444,4268
850,3111
1200,2727
850,3619
600,5000
1050,2857
1240,3714
650,2500
840,3947
1400,8000
1074,3700
950,4286
850,3467
860,2679
970,2833
940,3167
850,3429
1370,3828
880,4461
715,5000
1430,4740
300,5200
1193,3799
1032,4083
900,4000
1600,3200
1900,3626
1171,4301
850,5905
1250,4867
800,3850
820,3534
1100,4110
1400,4085
850,3636
1200,4708
800,5250
1220,4200
1135,4967
1235,2957
1560,2634
884,4843
780,4419
860,3243
1560,7297
785,4068
1000,3083
550,4000
1143,4192
1100,2500
1080,4385
1850,4872
1300,6936
750,4471
454,3555
930,3300
1200,4301
